image,subj_ident_pre,subj_ident_gray,subj_ident_post,verbal_acc_pre,verbal_acc_gray,verbal_acc_post,sem_dist_pre,sem_dist_gray,sem_dist_post,sem_entropy_pre,sem_entropy_gray,sem_entropy_post,diff_mean_subj_ident,diff_mean_verbal_acc,diff_mean_sem_dist,diff_mean_sem_entropy,info_gain_sem_dist,info_gain_entropy,info_gain_sem_dist_gray,info_gain_entropy_gray
calf2,0.0,0.9411764705882352,0.1875,0.0,0.3529411764705882,0.125,0.7515122454437959,0.2799571764247109,0.6110010687399071,3.6644977792004623,2.339572261986723,3.5465935642949384,0.1875,0.125,-0.1405111767038888,-0.11790421490552383,0.1405111767038888,0.11790421490552383,0.471555069019085,1.3249255172137393
calzone,0.0833333333333333,0.6666666666666666,0.625,0.0,0.0,0.0,0.7072141100384928,0.4460534140506221,0.5224922802096683,3.905764584655453,3.0271691184406184,3.658993415253805,0.5416666666666667,0.0,-0.18472182982882446,-0.24677116940164812,0.18472182982882446,0.24677116940164812,0.2611606959878707,0.8785954662148345
camcorder,0.4736842105263157,1.0,0.9473684210526316,0.0,0.2105263157894736,0.2105263157894736,0.4624040963481015,0.2124315077133331,0.2384230239428339,2.952819531114783,1.3784188527203236,1.938679016957351,0.47368421052631593,0.2105263157894736,-0.22398107240526757,-1.0141405141574322,0.22398107240526757,1.0141405141574322,0.24997258863476837,1.5744006783944595
camera1,0.5,1.0,0.75,0.1,0.55,0.25,0.5435679054312025,0.0,0.2221398046728245,3.327819531114783,0.9366673818775626,2.492203107205413,0.25,0.15,-0.321428100758378,-0.8356164239093702,0.321428100758378,0.8356164239093702,0.5435679054312025,2.3911521492372207
camera2,0.375,1.0,0.625,0.0625,0.125,0.125,0.3567179903642112,0.1281151888228851,0.2312158532173622,2.419381945646371,1.5304930567574824,2.1219280948873624,0.25,0.0625,-0.125502137146849,-0.29745385075900854,0.125502137146849,0.29745385075900854,0.2286028015413261,0.8888888888888886
camera_lens,0.5,0.9444444444444444,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.4916554405943289,0.1117412110055219,0.2901058496424687,3.521640636343319,2.263809173883546,2.8402239289418523,0.2777777777777778,0.0,-0.2015495909518602,-0.6814167074014668,0.2015495909518602,0.6814167074014668,0.37991422958880705,1.257831462459773
camper,0.9565217391304348,1.0,1.0,0.3478260869565217,0.391304347826087,0.391304347826087,0.2651619734530583,0.160301475075935,0.1897943028564866,1.9749375012019268,1.6087001655198914,1.60683227831811,0.04347826086956519,0.0434782608695653,-0.0753676705965717,-0.36810522288381686,0.0753676705965717,0.36810522288381686,0.1048604983771233,0.3662373356820354
can,0.5416666666666666,0.9166666666666666,0.875,0.3333333333333333,0.375,0.375,0.151268087182121,0.0,0.0669804060099496,2.2684727516311214,1.574331785544523,1.9239771759778457,0.33333333333333337,0.041666666666666685,-0.0842876811721714,-0.3444955756532757,0.0842876811721714,0.3444955756532757,0.151268087182121,0.6941409660865985
can_opener,0.6153846153846154,1.0,0.9230769230769232,0.4615384615384615,0.6923076923076923,0.6923076923076923,0.2745854640986676,0.0490722470095936,0.0490722470095936,2.5073801024236357,1.1401156785146092,1.1401156785146092,0.3076923076923078,0.23076923076923078,-0.22551321708907396,-1.3672644239090266,0.22551321708907396,1.3672644239090266,0.22551321708907396,1.3672644239090266
candelabra,0.217391304347826,1.0,0.8260869565217391,0.1304347826086956,0.1304347826086956,0.217391304347826,0.5153293167828814,0.2706921949781822,0.2272817631662827,3.5724694587701356,1.9359455691847651,2.0671306883354066,0.6086956521739131,0.0869565217391304,-0.28804755361659873,-1.505338770434729,0.28804755361659873,1.505338770434729,0.2446371218046992,1.6365238895853704
candle,0.5,1.0,0.8571428571428571,0.5,0.9285714285714286,0.7857142857142857,0.1768940733506722,0.0,0.072737471795063,1.780672129520887,-0.0,0.7732283485249176,0.3571428571428571,0.2857142857142857,-0.1041566015556092,-1.0074437809959693,0.1041566015556092,1.0074437809959693,0.1768940733506722,1.780672129520887
candlestick,0.125,0.875,0.75,0.125,0.125,0.0625,0.4752900107307432,0.0790810095765479,0.227033068899063,3.6644977792004623,1.4966407621868585,2.4634582986483036,0.625,-0.0625,-0.24825694183168018,-1.2010394805521587,0.24825694183168018,1.2010394805521587,0.3962090011541953,2.1678570170136036
candy,0.6666666666666666,0.9333333333333332,0.9333333333333332,0.0,0.4666666666666667,0.5333333333333333,0.6119815770720105,0.206398563242397,0.1962438308757744,2.8453509366224363,1.2957378005380122,1.272905595320056,0.2666666666666666,0.5333333333333333,-0.4157377461962361,-1.5724453413023802,0.4157377461962361,1.5724453413023802,0.4055830138296135,1.549613136084424
candy_bar,0.7619047619047619,0.9523809523809524,0.9047619047619048,0.3333333333333333,0.4761904761904761,0.4761904761904761,0.3521302436840232,0.1965235351611525,0.2191472186546751,2.9016094970590274,1.7960885595978366,2.1440239107574226,0.1428571428571429,0.1428571428571428,-0.13298302502934808,-0.7575855863016048,0.13298302502934808,0.7575855863016048,0.15560670852287067,1.1055209374611907
candy_cane,0.3333333333333333,0.9523809523809524,0.9047619047619048,0.0952380952380952,0.8095238095238095,0.8095238095238095,0.5053153221441978,0.0167749335129188,0.0466081923512007,2.875,0.3095434291503252,0.5907239186406502,0.5714285714285714,0.7142857142857143,-0.4587071297929971,-2.2842760813593497,0.4587071297929971,2.2842760813593497,0.488540388631279,2.565456570849675
cane,0.7058823529411765,1.0,0.9411764705882352,0.0,0.1176470588235294,0.1176470588235294,0.6693779839475019,0.5315553850180885,0.5618688394868715,1.186278124459133,1.1994602933016414,1.6737949406953985,0.23529411764705865,0.1176470588235294,-0.10750914446063042,0.4875168162362655,0.10750914446063042,-0.4875168162362655,0.1378225989294134,-0.013182168842508446
canister,0.6111111111111112,0.8888888888888888,1.0,0.0,0.0,0.0,0.4788059994106023,0.4292880920856319,0.4297311967977611,3.2868957545187625,2.1735572622751858,2.2916201934279385,0.38888888888888884,0.0,-0.049074802612841195,-0.9952755610908239,0.049074802612841195,0.9952755610908239,0.04951790732497041,1.1133384922435767
cannon,0.8333333333333334,1.0,1.0,0.4444444444444444,0.6111111111111112,0.6111111111111112,0.2112041096467245,0.1361343015572672,0.1361343015572672,1.584962500721156,1.0892300788425848,1.0892300788425848,0.16666666666666663,0.16666666666666674,-0.07506980808945732,-0.49573242187857125,0.07506980808945732,0.49573242187857125,0.07506980808945732,0.49573242187857125
cannonball,0.3636363636363636,0.5454545454545454,0.4545454545454545,0.0,0.0,0.0,0.7605676051244082,0.5272174076640495,0.732508817702035,2.807354922057604,3.0,2.584962500721156,0.09090909090909088,0.0,-0.02805878742237322,-0.2223924213364481,0.02805878742237322,0.2223924213364481,0.2333501974603588,-0.19264507794239583
canoe,0.7333333333333333,0.9333333333333332,1.0,0.1333333333333333,0.2666666666666666,0.2666666666666666,0.3027276064447378,0.1906786136285752,0.1484405576507999,2.2841591278514217,1.854285871987246,1.5766212201074912,0.2666666666666667,0.1333333333333333,-0.1542870487939379,-0.7075379077439305,0.1542870487939379,0.7075379077439305,0.1120489928161626,0.4298732558641758
cantaloupe,0.5454545454545454,0.9090909090909092,0.9090909090909092,0.0,0.0,0.0,0.2391473447558942,0.154261908815754,0.1415083375644493,2.75,1.7709505944546688,1.7709505944546688,0.36363636363636376,0.0,-0.09763900719144489,-0.9790494055453312,0.09763900719144489,0.9790494055453312,0.0848854359401402,0.9790494055453312
canvas,0.1764705882352941,0.8235294117647058,0.8235294117647058,0.0588235294117647,0.5294117647058824,0.5294117647058824,0.6032108001579038,0.2183851326888896,0.2253117993045022,3.584962500721156,2.0049355947431313,2.0049355947431313,0.6470588235294117,0.47058823529411764,-0.37789900085340167,-1.5800269059780248,0.37789900085340167,1.5800269059780248,0.38482566746901425,1.5800269059780248
cap,0.1578947368421052,0.9473684210526316,0.6842105263157895,0.0,0.4736842105263157,0.3684210526315789,0.7381039839727823,0.1856903202366013,0.3043033174761154,3.6644977792004623,1.247556248918266,2.271782221599798,0.5263157894736843,0.3684210526315789,-0.43380066649666693,-1.3927155576006642,0.43380066649666693,1.3927155576006642,0.5524136637361811,2.4169415302821964
cape,0.4736842105263157,0.8421052631578947,0.6842105263157895,0.0,0.0,0.0,0.4354562231011469,0.4742506937481305,0.4426901490878718,3.175123135113461,3.2729055953200556,3.625,0.21052631578947378,0.0,0.007233925986724898,0.449876864886539,-0.007233925986724898,-0.449876864886539,-0.0387944706469836,-0.09778246020659465
car,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car_door,0.3684210526315789,0.9473684210526316,0.8421052631578947,0.0526315789473684,0.631578947368421,0.5263157894736842,0.4358435663195407,0.0351600296126492,0.1803184595721988,3.1898980954642875,0.3912435636292556,1.4345491399952024,0.47368421052631576,0.47368421052631576,-0.25552510674734186,-1.755348955469085,0.25552510674734186,1.755348955469085,0.4006835367068915,2.798654531835032
car_seat,0.8571428571428571,0.9285714285714286,1.0,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.0254353556416425,0.0,0.0208107455249802,0.5032583347756457,-0.0,0.4394969869215134,0.1428571428571429,0.1428571428571429,-0.004624610116662299,-0.06376134785413234,0.004624610116662299,0.06376134785413234,0.0254353556416425,0.5032583347756457
caramel,0.2777777777777778,0.4444444444444444,0.6666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.5299057639035424,0.2358091801421807,0.3049760758658131,2.6384600665861555,1.789929075309999,2.521640636343318,0.38888888888888884,0.1111111111111111,-0.22492968803772928,-0.11681943024283736,0.22492968803772928,0.11681943024283736,0.2940965837613617,0.8485309912761565
card,0.6,1.0,0.9,0.35,0.6,0.55,0.3067960206693431,0.0620176813593503,0.0775221016991878,2.1464657985040723,0.8112781244591328,0.8960382325345574,0.30000000000000004,0.20000000000000007,-0.22927391897015528,-1.250427565969515,0.22927391897015528,1.250427565969515,0.2447783393099928,1.3351876740449393
cardboard,0.2352941176470588,0.7058823529411765,0.7058823529411765,0.0,0.4117647058823529,0.4117647058823529,0.6813759050552616,0.2696998192288699,0.2696998192288699,3.4182958340544896,1.5510981710072649,1.5510981710072649,0.47058823529411775,0.4117647058823529,-0.4116760858263917,-1.8671976630472247,0.4116760858263917,1.8671976630472247,0.4116760858263917,1.8671976630472247
cardigan,0.8260869565217391,1.0,1.0,0.0,0.217391304347826,0.217391304347826,0.2078194331494287,0.1208828472520143,0.1551520706776164,1.4237949406953985,1.5683182557028437,1.8288713632524445,0.17391304347826086,0.217391304347826,-0.05266736247181228,0.405076422557046,0.05266736247181228,-0.405076422557046,0.08693658589741439,-0.1445233150074452
cardinal,0.4347826086956521,1.0,0.9130434782608696,0.0,0.0,0.0,0.520433247167311,0.4423328670840241,0.4800374978319754,1.8490070880144416,0.3095434291503252,1.208648950953065,0.4782608695652175,0.0,-0.04039574933533557,-0.6403581370613767,0.04039574933533557,0.6403581370613767,0.0781003800832869,1.5394636588641164
carousel,0.6842105263157895,0.9473684210526316,0.9473684210526316,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.1644102606942375,0.0414248249159331,0.0368220665919405,2.5306390622295662,1.8024212838293647,1.9749375012019268,0.26315789473684215,0.0,-0.127588194102297,-0.5557015610276395,0.127588194102297,0.5557015610276395,0.1229854357783044,0.7282177784002015
carriage,0.25,1.0,0.9,0.1,0.25,0.25,0.4915617577666725,0.2693107969843097,0.2719009021939003,3.182005814760214,2.005977711423774,2.2877837199410704,0.65,0.15,-0.2196608555727722,-0.8942220948191437,0.2196608555727722,0.8942220948191437,0.22225096078236278,1.1760281033364404
carrot,0.3125,1.0,0.875,0.625,0.8125,0.6875,0.1214250006698256,0.0,0.0532084707921733,0.8166890883150209,-0.0,0.7732283485249176,0.5625,0.0625,-0.06821652987765231,-0.04346073979010323,0.06821652987765231,0.04346073979010323,0.1214250006698256,0.8166890883150209
cart,0.8125,1.0,1.0,0.4375,0.4375,0.4375,0.1630410187903669,0.1630410187903669,0.1630410187903669,1.419556298571613,1.419556298571613,1.419556298571613,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cash_machine,0.9,0.95,1.0,0.05,0.05,0.05,0.1834968683093537,0.0,0.0,1.3784188527203236,0.3227569588973982,0.3095434291503252,0.09999999999999998,0.0,-0.1834968683093537,-1.0688754235699984,0.1834968683093537,1.0688754235699984,0.1834968683093537,1.0556618938229254
cash_register,0.5909090909090909,0.9090909090909092,0.9090909090909092,0.1818181818181818,0.3181818181818182,0.3636363636363636,0.5101048129337376,0.2923603995866721,0.2655570728828701,1.573402452417767,2.1887870678023824,1.7534343861887849,0.31818181818181823,0.1818181818181818,-0.24454774005086743,0.1800319337710179,0.24454774005086743,-0.1800319337710179,0.21774441334706546,-0.6153846153846154
cashew,0.3461538461538461,0.9230769230769232,0.9230769230769232,0.1153846153846153,0.3461538461538461,0.3461538461538461,0.4195825578080699,0.1561481649842789,0.1741182686847276,3.351953074246375,2.2758361633051267,2.3274287729134877,0.5769230769230771,0.23076923076923078,-0.2454642891233423,-1.024524301332887,0.2454642891233423,1.024524301332887,0.263434392823791,1.076116910941248
casserole,0.2352941176470588,0.7058823529411765,0.8823529411764706,0.0588235294117647,0.4117647058823529,0.4705882352941176,0.4237913338030336,0.2141353795837102,0.1847614766384624,3.773557262275185,2.474601752714581,2.558051076544457,0.6470588235294118,0.41176470588235287,-0.23902985716457117,-1.215506185730728,0.23902985716457117,1.215506185730728,0.20965595421932337,1.2989555095606038
cassette,0.9230769230769232,1.0,0.9230769230769232,0.3076923076923077,0.5384615384615384,0.6153846153846154,0.2149895873840865,0.1792048637143674,0.0942713230791073,1.7219280948873623,1.5510981710072649,0.8453509366224364,0.0,0.3076923076923077,-0.1207182643049792,-0.8765771582649259,0.1207182643049792,0.8765771582649259,0.035784723669719104,0.17082992388009743
cat,0.8888888888888888,0.9444444444444444,1.0,0.8888888888888888,0.8888888888888888,0.8333333333333334,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.11111111111111116,-0.05555555555555547,0.0,0.0,0.0,0.0,0.0,0.0
catapult,0.5,0.6875,0.75,0.125,0.3125,0.375,0.4411767295920966,0.1997280780497495,0.1830840715456037,2.913977073182752,1.971747257128181,1.896240625180289,0.25,0.25,-0.2580926580464929,-1.0177364480024629,0.2580926580464929,1.0177364480024629,0.24144865154234707,0.9422298160545708
caterpillar,0.3636363636363636,1.0,0.9090909090909092,0.4545454545454545,0.7272727272727273,0.6363636363636364,0.2601932871233521,0.0,0.0905313398630935,1.5487949406953985,-0.0,0.5435644431995964,0.5454545454545456,0.18181818181818188,-0.1696619472602586,-1.005230497495802,0.1696619472602586,1.005230497495802,0.2601932871233521,1.5487949406953985
catfish,0.4444444444444444,1.0,1.0,0.0,0.2222222222222222,0.2777777777777778,0.4374308596162962,0.2779561237815679,0.2277531324141283,2.4225797618424916,1.5,1.6493974703476992,0.5555555555555556,0.2777777777777778,-0.20967772720216787,-0.7731822914947923,0.20967772720216787,0.7731822914947923,0.15947473583472827,0.9225797618424916
cauliflower,0.0833333333333333,1.0,0.7916666666666666,0.0416666666666666,0.75,0.625,0.5627690624041325,0.0179035135799312,0.102817199884213,3.773557262275185,0.5689955935892812,1.3917601481809734,0.7083333333333334,0.5833333333333334,-0.4599518625199195,-2.3817971140942116,0.4599518625199195,2.3817971140942116,0.5448655488242012,3.204561668685904
caviar,0.1428571428571428,0.9,0.6,0.0,0.65,0.45,0.6142117385966192,0.1351435020849998,0.2911110277130806,3.584962500721156,1.2577148214953864,2.409267252251468,0.4571428571428572,0.45,-0.32310071088353853,-1.175695248469688,0.32310071088353853,1.175695248469688,0.47906823651161934,2.3272476792257697
cd_player,0.1764705882352941,0.7058823529411765,0.7647058823529411,0.0,0.5294117647058824,0.3529411764705882,0.7031859432558268,0.2170338954071171,0.3609454802721116,3.0,1.626688849701832,2.353533948577482,0.588235294117647,0.3529411764705882,-0.34224046298371524,-0.646466051422518,0.34224046298371524,0.646466051422518,0.48615204784870975,1.373311150298168
celery,0.5454545454545454,0.9090909090909092,0.9090909090909092,0.1363636363636363,0.6818181818181818,0.6363636363636364,0.4654136409969433,0.1323703888638123,0.1582360188337188,3.6421498816369033,1.7047334852678528,1.758842712835596,0.36363636363636376,0.5,-0.30717762216322453,-1.8833071688013074,0.30717762216322453,1.8833071688013074,0.333043252133131,1.9374163963690505
cello,0.7272727272727273,1.0,1.0,0.2727272727272727,0.4545454545454545,0.4545454545454545,0.132319593227727,0.0335292972142984,0.0567818367347109,2.1709505944546685,1.3516441151533922,1.6854752972273346,0.2727272727272727,0.18181818181818177,-0.07553775649301608,-0.48547529722733396,0.07553775649301608,0.48547529722733396,0.09879029601342859,0.8193064793012763
cellphone,1.0,0.9545454545454546,0.9545454545454546,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.2748411888768752,0.2883915297115569,0.2576636145720705,1.3995812306460644,1.8638263900908156,1.4056390622295665,-0.045454545454545414,0.0,-0.01717757430480471,0.006057831583502038,0.01717757430480471,-0.006057831583502038,-0.013550340834681707,-0.4642451594447512
cement_mixer,0.6,0.4,0.6666666666666666,0.0666666666666666,0.4666666666666667,0.4666666666666667,0.5934549883290103,0.2826117556366811,0.2992013028873956,3.321928094887362,1.9473387961875537,2.1887870678023824,0.06666666666666665,0.4000000000000001,-0.29425368544161473,-1.1331410270849798,0.29425368544161473,1.1331410270849798,0.3108432326923292,1.3745892986998085
centrifuge,0.6,0.55,0.85,0.05,0.45,0.4,0.6661027297399955,0.2426290828226383,0.3295816209579792,3.3232314287976203,1.7695459925589747,2.25,0.25,0.35000000000000003,-0.3365211087820163,-1.0732314287976203,0.3365211087820163,1.0732314287976203,0.4234736469173572,1.5536854362386456
cereal,0.6,0.9,0.95,0.05,0.8,0.7,0.5960383060563541,0.0607262215040021,0.1243832410414817,3.1307179879273743,0.6143694458867568,1.208648950953065,0.35,0.6499999999999999,-0.4716550650148724,-1.9220690369743094,0.4716550650148724,1.9220690369743094,0.535312084552352,2.5163485420406175
chain,0.8125,0.9375,0.9375,0.75,0.8125,0.625,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.125,-0.125,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.6666666666666666,1.0,0.9523809523809524,0.4761904761904761,0.5714285714285714,0.5714285714285714,0.1403290420785269,0.0271119336562128,0.0287067532830488,1.853688226483452,1.134969974603941,1.086312840741288,0.2857142857142858,0.09523809523809529,-0.11162228879547809,-0.7673753857421639,0.11162228879547809,0.7673753857421639,0.1132171084223141,0.718718251879511
chair,0.8823529411764706,1.0,1.0,0.7058823529411765,0.8235294117647058,0.8235294117647058,0.052916896704399,0.0,0.0,0.3912435636292556,-0.0,-0.0,0.11764705882352944,0.11764705882352933,-0.052916896704399,-0.3912435636292556,0.052916896704399,0.3912435636292556,0.052916896704399,0.3912435636292556
chalice,0.5454545454545454,0.9545454545454546,0.8636363636363636,0.1363636363636363,0.1363636363636363,0.1363636363636363,0.3498499364269183,0.1594352696998374,0.1973823551210099,2.6887727794065057,2.1440239107574226,2.323219672335508,0.31818181818181823,0.0,-0.1524675813059084,-0.36555310707099764,0.1524675813059084,0.36555310707099764,0.1904146667270809,0.5447488686490831
chalk,0.1666666666666666,0.6666666666666666,0.8333333333333334,0.0,0.8333333333333334,0.7777777777777778,0.6828155501648699,0.1293721518444056,0.1246743730040707,3.5465935642949384,0.8030717273241024,0.951994081908783,0.6666666666666667,0.7777777777777778,-0.5581411771607993,-2.5945994823861556,0.5581411771607993,2.5945994823861556,0.5534433983204643,2.743521836970836
chalkboard,0.6,0.95,1.0,0.15,0.2,0.2,0.2695409991104174,0.0978004951851089,0.0886361824280451,2.9772170014624826,1.4237949406953985,1.4237949406953985,0.4,0.05000000000000002,-0.1809048166823723,-1.5534220607670841,0.1809048166823723,1.5534220607670841,0.17174050392530849,1.5534220607670841
champagne,0.9047619047619048,0.9047619047619048,1.0,0.4285714285714285,0.6190476190476191,0.6666666666666666,0.2720135901461941,0.1798630230329783,0.1708698718813294,1.8288713632524445,1.2949950747154697,1.2567796494470391,0.09523809523809523,0.23809523809523814,-0.10114371826486468,-0.5720917138054054,0.10114371826486468,0.5720917138054054,0.09215056711321579,0.5338762885369748
chandelier,0.95,1.0,0.95,0.8,0.8,0.75,0.0191657509030577,0.0191657509030577,0.0203636103344989,0.3227569588973982,0.3227569588973982,0.3372900666170139,0.0,-0.050000000000000044,0.0011978594314412012,0.01453310771961569,-0.0011978594314412012,-0.01453310771961569,0.0,0.0
chaps,0.1428571428571428,0.7619047619047619,0.8095238095238095,0.0,0.1428571428571428,0.1428571428571428,0.7014490515058315,0.421431100724252,0.4424544030248441,3.321928094887362,2.29882524500305,2.682588730501833,0.6666666666666667,0.1428571428571428,-0.25899464848098736,-0.639339364385529,0.25899464848098736,0.639339364385529,0.2800179507815795,1.023102849884312
charcoal,0.2142857142857142,0.5714285714285714,0.7857142857142857,0.0,0.0714285714285714,0.1428571428571428,0.8123317008628919,0.443094867824921,0.3881300570810301,2.0,2.807354922057604,2.9219280948873623,0.5714285714285715,0.1428571428571428,-0.42420164378186176,0.9219280948873623,0.42420164378186176,-0.9219280948873623,0.36923683303797084,-0.8073549220576042
charger,0.1923076923076923,1.0,0.8846153846153846,0.0769230769230769,0.4615384615384615,0.4230769230769231,0.6269524065886699,0.3635868170296785,0.370456547412972,3.2038561897747235,1.0,1.4329283087286118,0.6923076923076923,0.34615384615384615,-0.2564958591756979,-1.7709278810461118,0.2564958591756979,1.7709278810461118,0.2633655895589914,2.2038561897747235
chariot,0.5882352941176471,0.8823529411764706,0.9411764705882352,0.1176470588235294,0.5294117647058824,0.4705882352941176,0.4967117504465718,0.0675200278726591,0.1753111796519694,2.125814583693911,0.4689955935892812,1.2776134368191154,0.3529411764705881,0.3529411764705882,-0.3214005707946024,-0.8482011468747956,0.3214005707946024,0.8482011468747956,0.4291917225739127,1.6568189901046297
checkbook,0.6842105263157895,1.0,0.8947368421052632,0.3157894736842105,0.4736842105263157,0.631578947368421,0.1773441146235588,0.0,0.0,2.23345859334435,0.9975025463691152,0.8739810481273578,0.21052631578947367,0.3157894736842105,-0.1773441146235588,-1.359477545216992,0.1773441146235588,1.359477545216992,0.1773441146235588,1.2359560469752346
checkers,0.3529411764705882,0.9411764705882352,0.8823529411764706,0.1176470588235294,0.1764705882352941,0.1764705882352941,0.4115928765792292,0.2926320543174286,0.2926320543174286,2.721928094887362,2.355388542207534,2.355388542207534,0.5294117647058824,0.058823529411764705,-0.1189608222618006,-0.3665395526798281,0.1189608222618006,0.3665395526798281,0.1189608222618006,0.3665395526798281
cheese,0.3,1.0,0.7894736842105263,0.3,0.8947368421052632,0.7368421052631579,0.3778394030337027,0.0,0.1400627261270086,2.555913095175825,-0.0,0.951994081908783,0.48947368421052634,0.43684210526315786,-0.23777667690669413,-1.603919013267042,0.23777667690669413,1.603919013267042,0.3778394030337027,2.555913095175825
cheeseburger,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.0,0.1666666666666666,0.0833333333333333,0.5322954966896831,0.1127488224920453,0.2200062901961404,3.0,0.7642045065086203,1.4466166676282082,0.5,0.0833333333333333,-0.31228920649354275,-1.5533833323717918,0.31228920649354275,1.5533833323717918,0.4195466741976378,2.2357954934913797
cheesecake,0.25,1.0,0.5,0.0,0.55,0.3,0.4977363125962872,0.1519130874194643,0.3018388624439836,3.334679141051595,1.8895782867502309,3.086048612313038,0.25,0.3,-0.1958974501523036,-0.24863052873855684,0.1958974501523036,0.24863052873855684,0.3458232251768229,1.445100854301364
cheetah,0.3333333333333333,1.0,0.8888888888888888,0.0555555555555555,0.3888888888888889,0.2222222222222222,0.5015532570711373,0.1190163554846532,0.2656296636643773,3.0271691184406184,0.9957274520849256,1.8919954870390203,0.5555555555555556,0.1666666666666667,-0.23592359340676,-1.135173631401598,0.23592359340676,1.135173631401598,0.3825369015864841,2.031441666355693
cherry,0.9444444444444444,1.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.05555555555555558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chess_piece,0.7307692307692307,0.9615384615384616,0.9615384615384616,0.6153846153846154,0.7692307692307693,0.8076923076923077,0.068390525167518,0.0,0.0143733048700586,0.6143694458867568,-0.0,0.266764987803026,0.23076923076923084,0.1923076923076923,-0.054017220297459395,-0.3476044580837308,0.054017220297459395,0.3476044580837308,0.068390525167518,0.6143694458867568
chessboard,0.7777777777777778,1.0,1.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.1146485291594458,0.1079044980324196,0.1219457172143368,1.186278124459133,1.1400677626718572,1.2577148214953864,0.2222222222222222,0.0,0.007297188054890991,0.07143669703625344,-0.007297188054890991,-0.07143669703625344,0.0067440311270262066,0.04621036178727578
chest1,0.3333333333333333,0.9047619047619048,0.7619047619047619,0.0952380952380952,0.4285714285714285,0.3333333333333333,0.5451399645836155,0.1800677848189436,0.3085475441431354,3.852168723603281,2.0353433020063356,2.578551990991326,0.42857142857142855,0.2380952380952381,-0.23659242044048007,-1.2736167326119552,0.23659242044048007,1.2736167326119552,0.3650721797646719,1.8168254215969455
chest2,0.1904761904761904,0.9047619047619048,0.5238095238095238,0.0,0.3809523809523809,0.2857142857142857,0.6871204925043426,0.2304036036941152,0.3768588497146651,3.2776134368191157,1.7735572622751854,2.7395722619867224,0.3333333333333334,0.2857142857142857,-0.3102616427896775,-0.5380411748323932,0.3102616427896775,0.5380411748323932,0.45671688881022743,1.5040561745439303
chick,0.2777777777777778,1.0,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.4991766774130254,0.0709816307847093,0.3809307313333203,2.721928094887362,0.8166890883150209,2.7321588913645702,0.38888888888888884,0.1111111111111111,-0.11824594607970512,0.010230796477208148,0.11824594607970512,-0.010230796477208148,0.4281950466283161,1.9052390065723412
chicken1,0.25,0.9375,0.4375,0.0,0.5625,0.0625,0.6913948600312875,0.0375316850095747,0.6217149477602671,3.121928094887362,1.3520301017579528,2.846439344671015,0.1875,0.0625,-0.06967991227102033,-0.275488750216347,0.06967991227102033,0.275488750216347,0.6538631750217128,1.7698979931294092
chicken2,0.7222222222222222,1.0,0.9444444444444444,0.1666666666666666,0.5,0.4444444444444444,0.4166435332450702,0.0536521207664198,0.1372155140434023,2.359879028736861,1.2870540281187268,1.807354922057604,0.2222222222222222,0.2777777777777778,-0.27942801920166793,-0.5525241066792572,0.27942801920166793,0.5525241066792572,0.3629914124786504,1.0728250006181344
chicken_wire,0.5833333333333334,0.8333333333333334,0.9166666666666666,0.0,0.0,0.0,0.6353352499639638,0.592401782653903,0.5896070314357977,2.751629167387823,2.846439344671015,2.9182958340544896,0.33333333333333326,0.0,-0.04572821852816611,0.16666666666666652,0.04572821852816611,-0.16666666666666652,0.04293346731006087,-0.09481017728319197
chickpea,0.2727272727272727,0.7272727272727273,0.9090909090909092,0.0,0.3636363636363636,0.3636363636363636,0.527406111263197,0.2018027461864155,0.2018027461864155,2.75,2.058813890331201,2.058813890331201,0.6363636363636365,0.3636363636363636,-0.32560336507678156,-0.691186109668799,0.32560336507678156,0.691186109668799,0.32560336507678156,0.691186109668799
chihuahua,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.2777777777777778,0.3888888888888889,0.3333333333333333,0.2660147621034116,0.186597800318093,0.2808072533372346,1.965596230357602,1.863120568566631,2.4419235206010987,-0.11111111111111105,0.055555555555555525,0.014792491233823035,0.47632729024349674,-0.014792491233823035,-0.47632729024349674,0.07941696178531857,0.102475661790971
