Unnamed: 0,image,mean_subj_recog_pre,mean_subj_recog_post,mean_subj_recog_grey,mean_verb_acc_pre,mean_verb_acc_post,mean_verb_acc_grey,mean_sem_dist_pre,mean_sem_dist_post,mean_sem_dist_grey,diff_mean_subj_recog,diff_mean_verb_acc,diff_mean_sem_dist,gray_semantic_entropy,post_semantic_entropy,pre_semantic_entropy,info_gain_entropy,info_gain_sem_dist,info_gain_sem_dist_gray,info_gain_entropy_gray
1533,stirrup,0.1666666666666666,0.8333333333333334,0.8888888888888888,0.0555555555555555,0.2777777777777778,0.2777777777777778,0.5848378320842735,0.333403200680192,0.2852153701454812,0.6666666666666667,0.2222222222222222,-0.2514346314040815,1.6087001655198914,1.9211796919474973,3.4677201004745,1.546540408527003,0.2514346314040815,0.2996224619387923,1.8590199349546088
1220,tupperware,0.1333333333333333,1.0,1.0,0.0666666666666666,0.5333333333333333,0.6,0.5480613429076269,0.2322153331853116,0.2040207030959757,0.8666666666666667,0.4666666666666667,-0.3158460097223152,1.4299111709758698,1.4885252948977483,3.0271691184406184,1.53864382354287,0.3158460097223152,0.3440406398116511,1.5972579474647486
1169,robe,0.0,0.7692307692307693,1.0,0.0,0.2307692307692307,0.5384615384615384,0.6663218693935047,0.5206339975092906,0.3426806949232786,0.7692307692307693,0.2307692307692307,-0.145687871884214,1.1567796494470397,2.846439344671015,3.169925001442312,0.3234856567712967,0.145687871884214,0.3236411744702261,2.0131453519952727
1232,briefcase,0.0434782608695652,0.5454545454545454,1.0,0.1304347826086956,0.1818181818181818,0.3636363636363636,0.57075100833203,0.471475282044405,0.3011447798715984,0.5019762845849802,0.0513833992094861,-0.0992757262876249,1.5294283316328894,2.698660460401115,3.572469458770136,0.8738089983690212,0.0992757262876249,0.2696062284604316,2.0430411271372466
1353,treasure,0.1904761904761904,0.7142857142857143,0.9523809523809524,0.0476190476190476,0.3333333333333333,0.4285714285714285,0.7029851980718286,0.5052024236932573,0.4265820722410499,0.5238095238095238,0.2857142857142857,-0.1977827743785712,2.075074223172834,3.1083757000539407,3.773557262275185,0.6651815622212442,0.1977827743785712,0.2764031258307787,1.698483039102351
133,palette,0.1578947368421052,0.7222222222222222,0.5789473684210527,0.0,0.1111111111111111,0.1578947368421052,0.7790828339072315,0.6736120402636625,0.5689043134481504,0.564327485380117,0.1111111111111111,-0.105470793643569,2.739572261986723,2.466247897312732,3.180832987205441,0.7145850898927093,0.105470793643569,0.2101785204590811,0.4412607252187182
1011,pool_table,0.1304347826086956,0.7391304347826086,1.0,0.0434782608695652,0.4347826086956521,0.4782608695652174,0.5272449294705845,0.1543898464178534,0.0243856025051114,0.608695652173913,0.3913043478260869,-0.3728550830527311,1.4366664819166872,2.0804820237218404,4.142664355548848,2.0621823318270076,0.3728550830527312,0.5028593269654732,2.705997873632161
97,fur_coat,0.1578947368421052,0.7894736842105263,0.6842105263157895,0.0,0.4736842105263157,0.631578947368421,0.6920950103750402,0.271603192181003,0.1917883770783791,0.631578947368421,0.4736842105263157,-0.4204918181940372,1.6688388898504305,2.216917186688699,3.4182958340544896,1.2013786473657904,0.4204918181940372,0.500306633296661,1.749456944204059
1478,pinball,0.0476190476190476,0.8571428571428571,0.6190476190476191,0.0,0.3333333333333333,0.3809523809523809,0.7182212261621502,0.2207304752851087,0.1763871774682922,0.8095238095238095,0.3333333333333333,-0.4974907508770415,1.9898980954642875,2.279799131837405,3.456564762130953,1.176765630293548,0.4974907508770415,0.541834048693858,1.4666666666666657
1098,ruby,0.125,0.5833333333333334,0.5,0.0,0.0,0.0,0.7407303265878997,0.5308475832690404,0.4736981787944353,0.4583333333333333,0.0,-0.2098827433188593,3.195295934496216,3.746439344671016,3.94770277922009,0.201263434549074,0.2098827433188593,0.2670321477934644,0.7524068447238736
704,blanket,0.0,0.1764705882352941,1.0,0.0,0.1176470588235294,0.5882352941176471,0.7048690404984188,0.5489867959631078,0.1554073774569158,0.1764705882352941,0.1176470588235294,-0.1558822445353109,1.145110414381583,3.277613436819116,3.4594316186372978,0.1818181818181816,0.1558822445353109,0.549461663041503,2.314321204255715
76,meat_grinder,0.1764705882352941,0.5882352941176471,0.9411764705882352,0.0,0.2941176470588235,0.3529411764705882,0.7376250908187331,0.3834948783492338,0.2986247294395057,0.4117647058823529,0.2941176470588235,-0.3541302124694992,1.8676338909712125,2.450825794518088,3.521640636343319,1.0708148418252312,0.3541302124694993,0.4390003613792274,1.6540067453721066
211,cigarette_holder,0.1111111111111111,0.7222222222222222,0.3333333333333333,0.0,0.0,0.0,0.5497308457826168,0.573807579424556,0.5390134361509662,0.6111111111111112,0.0,0.0240767336419391,2.9182958340544896,3.334679141051595,3.4182958340544896,0.0836166930028947,-0.0240767336419391,0.0107174096316505,0.5
372,splinter,0.0555555555555555,0.3888888888888889,0.9444444444444444,0.0,0.0555555555555555,0.0555555555555555,0.6593084203350085,0.6275476534765865,0.6162940777813641,0.3333333333333333,0.0555555555555555,-0.0317607668584219,1.807354922057604,2.403677461028802,2.807354922057604,0.4036774610288023,0.0317607668584219,0.0430143425536443,1.0000000000000002
